1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.999999 0.999999 0.999999 0.999999 0.999999 0.999999 0.999998 0.999998 0.999998 0.999997 0.999997 0.999996 0.999995 0.999994 0.999993 0.999992 0.99999 0.999988 0.999985 0.999982 0.999978 0.999973 0.999967 0.999959 0.999949 0.999936 0.999919 0.999898 0.99987 0.999833 0.999785 0.999721 0.999635 0.99952 0.999365 0.999152 0.99886 0.998457 0.997897 0.997113 0.996011 0.994453 0.992239 0.98908 0.98456 0.978075 0.968766 0.955411 0.93631 0.909155 0.870925 0.817894 0.745876 0.650869 0.530224 0.384182 0.217191 0.0380861 -0.141506 -0.310068 -0.458983 -0.583885 -0.684359 -0.76266 -0.822316 -0.867088 -0.900388 -0.925048 -0.943293 -0.956815 -0.966874 -0.974392 -0.980046 -0.984326 -0.987588 -0.990094 -0.992032 -0.993544 -0.994732 -0.995672 -0.996422 -0.997024 -0.997512 -0.997909 -0.998234 -0.998502 -0.998725 -0.998911 -0.999067 -0.999198 -0.99931 -0.999404 -0.999485 -0.999554 -0.999613 -0.999664 -0.999708 -0.999746 -0.999779 -0.999807 -0.999832 -0.999853 -0.999872 -0.999888 -0.999902 -0.999914 -0.999924 -0.999933 -0.999941 -0.999948 -0.999954 -0.99996 -0.999964 -0.999968 -0.999972 -0.999975 -0.999977 -0.99998 -0.999982 -0.999983 -0.999985 -0.999986 -0.999988 -0.999989 -0.99999 -0.99999 -0.999991 -0.999992 -0.999992 -0.999993 -0.999993 -0.999994 -0.999994 -0.999994 -0.999995 -0.999995 -0.999995 -0.999995 -0.999995 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.999999 0.999999 0.999999 0.999999 0.999999 0.999999 0.999999 0.999998 0.999998 0.999998 0.999997 0.999996 0.999996 0.999995 0.999994 0.999992 0.999991 0.999989 0.999986 0.999983 0.99998 0.999975 0.999969 0.999961 0.999952 0.999939 0.999924 0.999903 0.999876 0.99984 0.999792 0.999728 0.999643 0.999526 0.999367 0.999149 0.998845 0.998422 0.997829 0.996989 0.995796 0.994091 0.991642 0.98811 0.983003 0.975602 0.964875 0.949352 0.926989 0.895022 0.849894 0.787348 0.702884 0.592744 0.455463 0.293571 0.114502 -0.0702885 -0.248078 -0.408238 -0.544441 -0.654938 -0.741391 -0.807285 -0.856632 -0.893192 -0.92013 -0.939947 -0.954546 -0.965339 -0.973357 -0.979351 -0.983861 -0.987281 -0.989894 -0.991906 -0.993467 -0.994688 -0.995651 -0.996416 -0.997028 -0.997521 -0.997922 -0.99825 -0.998519 -0.998742 -0.998928 -0.999083 -0.999214 -0.999324 -0.999418 -0.999498 -0.999566 -0.999624 -0.999674 -0.999717 -0.999754 -0.999786 -0.999814 -0.999838 -0.999859 -0.999877 -0.999892 -0.999906 -0.999918 -0.999928 -0.999937 -0.999944 -0.999951 -0.999957 -0.999962 -0.999966 -0.99997 -0.999973 -0.999976 -0.999979 -0.999981 -0.999983 -0.999984 -0.999986 -0.999987 -0.999988 -0.999989 -0.99999 -0.999991 -0.999992 -0.999992 -0.999993 -0.999993 -0.999994 -0.999994 -0.999994 -0.999995 -0.999995 -0.999995 -0.999995 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.999999 0.999999 0.999999 0.999999 0.999999 0.999999 0.999998 0.999998 0.999998 0.999997 0.999997 0.999996 0.999995 0.999994 0.999993 0.999992 0.99999 0.999988 0.999985 0.999981 0.999977 0.999971 0.999964 0.999955 0.999943 0.999928 0.999908 0.999881 0.999846 0.999799 0.999736 0.99965 0.999533 0.999371 0.999147 0.998832 0.99839 0.997761 0.996864 0.995574 0.993711 0.991005 0.987062 0.981296 0.972857 0.960507 0.942485 0.91634 0.878793 0.825702 0.752312 0.653998 0.527678 0.373711 0.197507 0.00959091 -0.176608 -0.34844 -0.49721 -0.619327 -0.715476 -0.788905 -0.843826 -0.884374 -0.914103 -0.935845 -0.951761 -0.963451 -0.972079 -0.978486 -0.983279 -0.986891 -0.989634 -0.991735 -0.993358 -0.994621 -0.995612 -0.996396 -0.997021 -0.997523 -0.997929 -0.99826 -0.998532 -0.998756 -0.998942 -0.999097 -0.999228 -0.999337 -0.99943 -0.999509 -0.999576 -0.999634 -0.999683 -0.999726 -0.999762 -0.999793 -0.999821 -0.999844 -0.999864 -0.999882 -0.999897 -0.99991 -0.999921 -0.999931 -0.99994 -0.999947 -0.999953 -0.999959 -0.999964 -0.999968 -0.999971 -0.999975 -0.999977 -0.99998 -0.999982 -0.999984 -0.999985 -0.999987 -0.999988 -0.999989 -0.99999 -0.999991 -0.999992 -0.999992 -0.999993 -0.999993 -0.999994 -0.999994 -0.999994 -0.999995 -0.999995 -0.999995 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.999999 0.999999 0.999999 0.999999 0.999999 0.999999 0.999998 0.999998 0.999998 0.999997 0.999996 0.999996 0.999995 0.999994 0.999992 0.999991 0.999989 0.999986 0.999983 0.999979 0.999973 0.999967 0.999958 0.999947 0.999932 0.999913 0.999887 0.999853 0.999807 0.999744 0.999659 0.999541 0.999376 0.999146 0.998821 0.998359 0.997695 0.996738 0.995346 0.993313 0.990329 0.98593 0.97943 0.969816 0.955615 0.934719 0.904211 0.860227 0.798019 0.712417 0.598974 0.455838 0.285876 0.0977891 -0.095102 -0.27842 -0.440797 -0.576209 -0.683832 -0.76636 -0.828091 -0.873538 -0.906701 -0.930812 -0.948346 -0.961134 -0.970508 -0.977421 -0.982557 -0.986402 -0.989306 -0.991516 -0.993213 -0.994527 -0.995553 -0.996362 -0.997003 -0.997516 -0.99793 -0.998266 -0.998541 -0.998766 -0.998953 -0.999109 -0.999239 -0.999349 -0.999441 -0.99952 -0.999586 -0.999643 -0.999692 -0.999733 -0.999769 -0.9998 -0.999826 -0.999849 -0.999869 -0.999886 -0.999901 -0.999914 -0.999925 -0.999934 -0.999942 -0.999949 -0.999955 -0.999961 -0.999965 -0.999969 -0.999973 -0.999976 -0.999979 -0.999981 -0.999983 -0.999985 -0.999986 -0.999987 -0.999989 -0.99999 -0.999991 -0.999991 -0.999992 -0.999993 -0.999993 -0.999994 -0.999994 -0.999994 -0.999995 -0.999995 -0.999995 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.999999 0.999999 0.999999 0.999999 0.999999 0.999999 0.999998 0.999998 0.999998 0.999997 0.999997 0.999996 0.999995 0.999994 0.999993 0.999991 0.99999 0.999987 0.999984 0.99998 0.999975 0.999969 0.999961 0.99995 0.999936 0.999917 0.999893 0.999859 0.999814 0.999753 0.999667 0.999549 0.999383 0.999148 0.998813 0.99833 0.997632 0.996612 0.995113 0.992899 0.989612 0.984712 0.977393 0.966456 0.950147 0.92596 0.890438 0.839077 0.766525 0.667366 0.537747 0.377712 0.193267 -0.00349256 -0.197178 -0.373709 -0.524031 -0.645112 -0.738606 -0.808671 -0.860162 -0.897575 -0.924618 -0.94415 -0.958293 -0.968582 -0.976114 -0.981669 -0.985799 -0.988896 -0.991239 -0.993027 -0.994404 -0.995473 -0.996311 -0.996973 -0.997501 -0.997924 -0.998266 -0.998545 -0.998773 -0.998962 -0.999118 -0.999249 -0.999359 -0.999451 -0.999529 -0.999595 -0.999651 -0.999699 -0.99974 -0.999776 -0.999806 -0.999832 -0.999854 -0.999874 -0.99989 -0.999905 -0.999917 -0.999928 -0.999937 -0.999945 -0.999952 -0.999958 -0.999963 -0.999967 -0.999971 -0.999974 -0.999977 -0.99998 -0.999982 -0.999984 -0.999985 -0.999987 -0.999988 -0.999989 -0.99999 -0.999991 -0.999992 -0.999992 -0.999993 -0.999994 -0.999994 -0.999994 -0.999995 -0.999995 -0.999995 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.999999 0.999999 0.999999 0.999999 0.999999 0.999999 0.999998 0.999998 0.999998 0.999997 0.999996 0.999996 0.999995 0.999994 0.999992 0.99999 0.999988 0.999985 0.999982 0.999977 0.999971 0.999963 0.999953 0.99994 0.999922 0.999898 0.999866 0.999822 0.999761 0.999677 0.999558 0.999391 0.999151 0.998806 0.998305 0.997571 0.996487 0.994877 0.99247 0.988855 0.983406 0.975176 0.962752 0.944054 0.91611 0.874856 0.8151 0.730939 0.616968 0.470479 0.294132 0.0975322 -0.104131 -0.294496 -0.461031 -0.597669 -0.704309 -0.784581 -0.843559 -0.886264 -0.916959 -0.938977 -0.954798 -0.966217 -0.974511 -0.98058 -0.985058 -0.988391 -0.990896 -0.992794 -0.994247 -0.995369 -0.996243 -0.99693 -0.997475 -0.99791 -0.99826 -0.998544 -0.998777 -0.998968 -0.999126 -0.999257 -0.999367 -0.999459 -0.999537 -0.999603 -0.999659 -0.999706 -0.999747 -0.999782 -0.999812 -0.999837 -0.999859 -0.999878 -0.999894 -0.999908 -0.99992 -0.99993 -0.999939 -0.999947 -0.999954 -0.999959 -0.999964 -0.999969 -0.999972 -0.999976 -0.999978 -0.999981 -0.999983 -0.999985 -0.999986 -0.999988 -0.999989 -0.99999 -0.999991 -0.999992 -0.999992 -0.999993 -0.999993 -0.999994 -0.999994 -0.999995 -0.999995 -0.999995 -0.999996 -0.999996 -0.999996 -0.999996 -0.999996 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.999999 0.999999 0.999999 0.999999 0.999999 0.999999 0.999999 0.999998 0.999998 0.999997 0.999997 0.999996 0.999995 0.999994 0.999993 0.999991 0.999989 0.999986 0.999983 0.999979 0.999973 0.999966 0.999956 0.999944 0.999927 0.999904 0.999872 0.99983 0.99977 0.999687 0.999569 0.9994 0.999157 0.998803 0.998283 0.997513 0.996364 0.994637 0.992026 0.988058 0.982009 0.972771 0.958681 0.937283 0.905071 0.857301 0.788067 0.691031 0.561173 0.397594 0.20626 0.000545474 -0.202 -0.385345 -0.539546 -0.661791 -0.754539 -0.82282 -0.872149 -0.907427 -0.932561 -0.95048 -0.963306 -0.972543 -0.979245 -0.98415 -0.987772 -0.990473 -0.992506 -0.994051 -0.995236 -0.996154 -0.996872 -0.997438 -0.997887 -0.998248 -0.998539 -0.998776 -0.99897 -0.99913 -0.999263 -0.999373 -0.999466 -0.999544 -0.99961 -0.999665 -0.999713 -0.999753 -0.999787 -0.999817 -0.999842 -0.999863 -0.999882 -0.999898 -0.999911 -0.999923 -0.999933 -0.999942 -0.999949 -0.999956 -0.999961 -0.999966 -0.99997 -0.999974 -0.999977 -0.999979 -0.999982 -0.999984 -0.999985 -0.999987 -0.999988 -0.999989 -0.99999 -0.999991 -0.999992 -0.999993 -0.999993 -0.999994 -0.999994 -0.999995 -0.999995 -0.999995 -0.999996 -0.999996 -0.999996 -0.999996 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999998 -0.999998 -0.999998 -0.999998 -0.999997 -0.999997 -0.999997 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.999999 0.999999 0.999999 0.999999 0.999999 0.999999 0.999998 0.999998 0.999998 0.999997 0.999996 0.999996 0.999995 0.999993 0.999992 0.99999 0.999988 0.999984 0.99998 0.999975 0.999968 0.999959 0.999947 0.999931 0.999909 0.999879 0.999837 0.999779 0.999697 0.999579 0.99941 0.999164 0.998802 0.998264 0.997459 0.996244 0.994397 0.99157 0.987224 0.980521 0.970171 0.954222 0.929783 0.892744 0.837613 0.757776 0.646652 0.500106 0.319788 0.11553 -0.0957421 -0.295228 -0.468531 -0.608975 -0.716885 -0.796736 -0.854403 -0.895476 -0.924548 -0.945111 -0.959703 -0.970116 -0.977605 -0.983036 -0.987014 -0.989954 -0.992151 -0.993808 -0.99507 -0.996042 -0.996796 -0.997388 -0.997856 -0.998229 -0.998529 -0.998771 -0.99897 -0.999132 -0.999267 -0.999378 -0.999472 -0.99955 -0.999615 -0.999671 -0.999718 -0.999758 -0.999792 -0.999821 -0.999846 -0.999867 -0.999885 -0.999901 -0.999914 -0.999926 -0.999936 -0.999944 -0.999951 -0.999957 -0.999963 -0.999967 -0.999971 -0.999975 -0.999978 -0.99998 -0.999983 -0.999984 -0.999986 -0.999988 -0.999989 -0.99999 -0.999991 -0.999992 -0.999992 -0.999993 -0.999994 -0.999994 -0.999995 -0.999995 -0.999995 -0.999996 -0.999996 -0.999996 -0.999996 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.999999 0.999999 0.999999 0.999999 0.999999 0.999999 0.999998 0.999998 0.999997 0.999997 0.999996 0.999995 0.999994 0.999993 0.999991 0.999989 0.999986 0.999982 0.999977 0.999971 0.999962 0.999951 0.999935 0.999914 0.999885 0.999845 0.999788 0.999707 0.999591 0.999422 0.999173 0.998803 0.998249 0.99741 0.996128 0.994157 0.991104 0.986354 0.978942 0.96737 0.949353 0.921506 0.879036 0.815646 0.724064 0.597755 0.434092 0.238024 0.023564 -0.189461 -0.382335 -0.543394 -0.669501 -0.763708 -0.831909 -0.880358 -0.914454 -0.938383 -0.955211 -0.967107 -0.97558 -0.981667 -0.986083 -0.98932 -0.991716 -0.99351 -0.994866 -0.995902 -0.996701 -0.997324 -0.997813 -0.998201 -0.998512 -0.998762 -0.998965 -0.999132 -0.999268 -0.999382 -0.999476 -0.999554 -0.99962 -0.999676 -0.999723 -0.999763 -0.999797 -0.999825 -0.99985 -0.999871 -0.999889 -0.999904 -0.999917 -0.999928 -0.999938 -0.999946 -0.999953 -0.999959 -0.999964 -0.999969 -0.999973 -0.999976 -0.999979 -0.999981 -0.999983 -0.999985 -0.999987 -0.999988 -0.999989 -0.99999 -0.999991 -0.999992 -0.999993 -0.999993 -0.999994 -0.999994 -0.999995 -0.999995 -0.999996 -0.999996 -0.999996 -0.999996 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.999999 0.999999 0.999999 0.999999 0.999999 0.999999 0.999998 0.999998 0.999998 0.999997 0.999996 0.999996 0.999995 0.999993 0.999992 0.99999 0.999987 0.999983 0.999979 0.999973 0.999965 0.999954 0.99994 0.999919 0.999892 0.999853 0.999798 0.999718 0.999603 0.999435 0.999184 0.998808 0.998238 0.997366 0.996018 0.993919 0.990631 0.985452 0.977274 0.964364 0.944058 0.912408 0.863859 0.791273 0.686822 0.544419 0.363662 0.153486 -0.0679549 -0.278969 -0.462293 -0.609755 -0.721638 -0.803156 -0.861056 -0.901614 -0.92987 -0.949562 -0.963347 -0.973064 -0.979975 -0.984938 -0.988541 -0.991184 -0.993145 -0.994615 -0.995729 -0.996583 -0.997243 -0.997759 -0.998165 -0.998489 -0.998748 -0.998957 -0.999128 -0.999268 -0.999383 -0.999478 -0.999558 -0.999624 -0.99968 -0.999727 -0.999767 -0.999801 -0.999829 -0.999853 -0.999874 -0.999892 -0.999907 -0.99992 -0.99993 -0.99994 -0.999948 -0.999955 -0.999961 -0.999966 -0.99997 -0.999974 -0.999977 -0.99998 -0.999982 -0.999984 -0.999986 -0.999987 -0.999989 -0.99999 -0.999991 -0.999992 -0.999992 -0.999993 -0.999994 -0.999994 -0.999995 -0.999995 -0.999995 -0.999996 -0.999996 -0.999996 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999997 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 -0.999998 
